0.0,0.401
0.1,0.395
0.2,0.388
0.3,0.380
0.4,0.375
0.5,0.372
0.6,0.374
0.7,0.381
0.8,0.392
0.9,0.425
1.0,0.590
1.1,0.585
1.2,0.575
1.3,0.565
1.4,0.558
1.5,0.552
1.6,0.548
1.7,0.545
1.8,0.543
1.9,0.542
2.0,0.541
2.1,0.542
2.2,0.545
2.3,0.550
2.4,0.557
2.5,0.565
2.6,0.574
2.7,0.584
2.8,0.595
2.9,0.607
3.0,0.620
